pdf,text,model,regions,sdgs,countries,reasoning
kernthemenstrategie-frieden-und-gesellschaftlicher-zusammenhalt.pdf,"In allen Aktionsfeldern arbeiten wir eng mit staatlichen und zivilgesellschaftlichen Partnern in Deutschland und in unseren Partnerländern zusammen, aber auch mit anderen bilateralen und multilateralen Geber*innen. Uns leitet das Primat der nachhaltigen Entwicklung und der Krisenprävention. Wir sind der festen Überzeugung: Prävention rettet Menschenleben, ist wirksam und kosteneffizienter als jede Krisenreaktion.6 Frieden und gesellschaftlicher Zusammenhalt erfordern einen ganzheitlichen, multisektoralen und integrierten Ansatz. Diese Kernthemenstrategie steht in engem Zusammenhang mit den anderen fünf Kernthemen7 und den Qualitätsmerkmalen des BMZ. Zusammen tragen sie zu den Schwerpunkten der deutschen Entwicklungspolitik dieser Legislaturperiode bei: globale Gesundheit und körperliche Selbstbestimmung ermöglichen, Armut, Hunger und Ungleichheit wirksam zurückdrängen, Just  Transition entschieden vorantreiben, um den Klimawandel und seine Folgen zu bewältigen, sowie unsere feministische Entwicklungspolitik verwirklichen.",qwen2.5:7b,['Europe'],[17.6],['Germany'],
kernthemenstrategie-frieden-und-gesellschaftlicher-zusammenhalt.pdf,"In allen Aktionsfeldern arbeiten wir eng mit staatlichen und zivilgesellschaftlichen Partnern in Deutschland und in unseren Partnerländern zusammen, aber auch mit anderen bilateralen und multilateralen Geber*innen. Uns leitet das Primat der nachhaltigen Entwicklung und der Krisenprävention. Wir sind der festen Überzeugung: Prävention rettet Menschenleben, ist wirksam und kosteneffizienter als jede Krisenreaktion.6 Frieden und gesellschaftlicher Zusammenhalt erfordern einen ganzheitlichen, multisektoralen und integrierten Ansatz. Diese Kernthemenstrategie steht in engem Zusammenhang mit den anderen fünf Kernthemen7 und den Qualitätsmerkmalen des BMZ. Zusammen tragen sie zu den Schwerpunkten der deutschen Entwicklungspolitik dieser Legislaturperiode bei: globale Gesundheit und körperliche Selbstbestimmung ermöglichen, Armut, Hunger und Ungleichheit wirksam zurückdrängen, Just  Transition entschieden vorantreiben, um den Klimawandel und seine Folgen zu bewältigen, sowie unsere feministische Entwicklungspolitik verwirklichen.",mistral:7b,"['Africa', 'Asia', 'Latin America', 'Europe']","[1.4, 3.8, 5.5, 6.1, 8.8, 10.2, 10.9, 17.15]",[],
kernthemenstrategie-frieden-und-gesellschaftlicher-zusammenhalt.pdf,"In allen Aktionsfeldern arbeiten wir eng mit staatlichen und zivilgesellschaftlichen Partnern in Deutschland und in unseren Partnerländern zusammen, aber auch mit anderen bilateralen und multilateralen Geber*innen. Uns leitet das Primat der nachhaltigen Entwicklung und der Krisenprävention. Wir sind der festen Überzeugung: Prävention rettet Menschenleben, ist wirksam und kosteneffizienter als jede Krisenreaktion.6 Frieden und gesellschaftlicher Zusammenhalt erfordern einen ganzheitlichen, multisektoralen und integrierten Ansatz. Diese Kernthemenstrategie steht in engem Zusammenhang mit den anderen fünf Kernthemen7 und den Qualitätsmerkmalen des BMZ. Zusammen tragen sie zu den Schwerpunkten der deutschen Entwicklungspolitik dieser Legislaturperiode bei: globale Gesundheit und körperliche Selbstbestimmung ermöglichen, Armut, Hunger und Ungleichheit wirksam zurückdrängen, Just  Transition entschieden vorantreiben, um den Klimawandel und seine Folgen zu bewältigen, sowie unsere feministische Entwicklungspolitik verwirklichen.",llama3.1:8b,"['Africa', 'Asia']",[1.4],"['Kenya', 'India']",
bmz-agenda-fuer-gute-arbeit-weltweit.pdf,"→Den Aufbau von Ausbildungs- und Arbeits migrationspartnerschaften unterstützen. Im Rahmen dieser Partnerschaften wird etwa durch Vernetzung und durch die Stärkung von Berufsbildungsstrukturen in den Partnerländern die Arbeitsmigration nach Deutschland für ausgewählte Berufsgruppen erleichtert. Durch die enge Einbindung der deutschen Privatwirtschaft fördern diese Partnerschaften die faire Arbeitsmigration und -vermittlung von Auszubildenden und Fachkräften aus Partnerländern an deutsche Arbeitgeber*innen und schaffen so berufliche Perspektiven, insbesondere für junge Menschen. Das BMZ mit multilateralen Organisationen wie der Internationalen Organisation für Migration (IOM), der ILO und UN Women, die über umfassende Erfahrungen und Netzwerke in diesem Bereich verfügen, wird dabei weiter vertieft. Beispiel: Unterstützung regulärer Arbeitsmigration zwischen Nordafrika und Europa",llama3.2:3b,['Africa'],[10.3],['North Africa'],
bmz-agenda-fuer-gute-arbeit-weltweit.pdf,"→Den Aufbau von Ausbildungs- und Arbeits migrationspartnerschaften unterstützen. Im Rahmen dieser Partnerschaften wird etwa durch Vernetzung und durch die Stärkung von Berufsbildungsstrukturen in den Partnerländern die Arbeitsmigration nach Deutschland für ausgewählte Berufsgruppen erleichtert. Durch die enge Einbindung der deutschen Privatwirtschaft fördern diese Partnerschaften die faire Arbeitsmigration und -vermittlung von Auszubildenden und Fachkräften aus Partnerländern an deutsche Arbeitgeber*innen und schaffen so berufliche Perspektiven, insbesondere für junge Menschen. Das BMZ mit multilateralen Organisationen wie der Internationalen Organisation für Migration (IOM), der ILO und UN Women, die über umfassende Erfahrungen und Netzwerke in diesem Bereich verfügen, wird dabei weiter vertieft. Beispiel: Unterstützung regulärer Arbeitsmigration zwischen Nordafrika und Europa",olfh/teuken-7b-instruct-commercial-v0.4:7b,['Africa'],[3.9],"['Morocco', 'Senegal']",
bmz-agenda-fuer-gute-arbeit-weltweit.pdf,"→Den Aufbau von Ausbildungs- und Arbeits migrationspartnerschaften unterstützen. Im Rahmen dieser Partnerschaften wird etwa durch Vernetzung und durch die Stärkung von Berufsbildungsstrukturen in den Partnerländern die Arbeitsmigration nach Deutschland für ausgewählte Berufsgruppen erleichtert. Durch die enge Einbindung der deutschen Privatwirtschaft fördern diese Partnerschaften die faire Arbeitsmigration und -vermittlung von Auszubildenden und Fachkräften aus Partnerländern an deutsche Arbeitgeber*innen und schaffen so berufliche Perspektiven, insbesondere für junge Menschen. Das BMZ mit multilateralen Organisationen wie der Internationalen Organisation für Migration (IOM), der ILO und UN Women, die über umfassende Erfahrungen und Netzwerke in diesem Bereich verfügen, wird dabei weiter vertieft. Beispiel: Unterstützung regulärer Arbeitsmigration zwischen Nordafrika und Europa",qwen2.5:7b,"['Africa', 'Europe']",[10.7],[],
bmz-agenda-fuer-gute-arbeit-weltweit.pdf,"→Den Aufbau von Ausbildungs- und Arbeits migrationspartnerschaften unterstützen. Im Rahmen dieser Partnerschaften wird etwa durch Vernetzung und durch die Stärkung von Berufsbildungsstrukturen in den Partnerländern die Arbeitsmigration nach Deutschland für ausgewählte Berufsgruppen erleichtert. Durch die enge Einbindung der deutschen Privatwirtschaft fördern diese Partnerschaften die faire Arbeitsmigration und -vermittlung von Auszubildenden und Fachkräften aus Partnerländern an deutsche Arbeitgeber*innen und schaffen so berufliche Perspektiven, insbesondere für junge Menschen. Das BMZ mit multilateralen Organisationen wie der Internationalen Organisation für Migration (IOM), der ILO und UN Women, die über umfassende Erfahrungen und Netzwerke in diesem Bereich verfügen, wird dabei weiter vertieft. Beispiel: Unterstützung regulärer Arbeitsmigration zwischen Nordafrika und Europa",mistral:7b,"['Africa', 'Europe']","[10.7, 8.3, 8.5]",['North Africa'],
bmz-agenda-fuer-gute-arbeit-weltweit.pdf,"→Den Aufbau von Ausbildungs- und Arbeits migrationspartnerschaften unterstützen. Im Rahmen dieser Partnerschaften wird etwa durch Vernetzung und durch die Stärkung von Berufsbildungsstrukturen in den Partnerländern die Arbeitsmigration nach Deutschland für ausgewählte Berufsgruppen erleichtert. Durch die enge Einbindung der deutschen Privatwirtschaft fördern diese Partnerschaften die faire Arbeitsmigration und -vermittlung von Auszubildenden und Fachkräften aus Partnerländern an deutsche Arbeitgeber*innen und schaffen so berufliche Perspektiven, insbesondere für junge Menschen. Das BMZ mit multilateralen Organisationen wie der Internationalen Organisation für Migration (IOM), der ILO und UN Women, die über umfassende Erfahrungen und Netzwerke in diesem Bereich verfügen, wird dabei weiter vertieft. Beispiel: Unterstützung regulärer Arbeitsmigration zwischen Nordafrika und Europa",llama3.1:8b,"['Africa', 'Europe']","[8.3, 10.7]",['Germany'],
smaterialie580-toolkit-digitale-bildung.pdf,"UMSETZUNG Die App ist ein Selbstlern-Spiel, das eine grundlegende Karriereberatung in drei Stufen bietet: In Stufe 1 identifizieren die Jugendlichen zunächst ihre beruflichen Zukunftsvorstellungen. Stufe 2 klärt sie über dazu passende Beschäftigungsmöglichkeiten auf. Hierzu werden unter anderem Videos zu verschiedenen Jobprofilen gezeigt. In Stufe 3 üben die Berufsschülerinnen und -schüler mit Hilfe eines Puzzles die richtige Erstellung eines Bewerbungsanschreibens. Ein Bewerbungsgespräch in Form eines virtuellen Interviews simuliert schließlich eine weitere Hürde zum erfolgreichen Berufseinstieg. LÖSUNG Um die Übergangsphasen zu verkürzen und die Arbeitslosigkeit in Ägypten zu senken, wurde im Rahmen des Projekts Beschäftigungsförderung in Ägypten eine App zur Karriereberatung entwickelt. Die Candy Career App richtet sich an Schülerinnen und Schüler in der Berufsausbildung.",llama3.2:3b,['Africa'],"[4.7, 8.3]",['Egypt'],
smaterialie580-toolkit-digitale-bildung.pdf,"UMSETZUNG Die App ist ein Selbstlern-Spiel, das eine grundlegende Karriereberatung in drei Stufen bietet: In Stufe 1 identifizieren die Jugendlichen zunächst ihre beruflichen Zukunftsvorstellungen. Stufe 2 klärt sie über dazu passende Beschäftigungsmöglichkeiten auf. Hierzu werden unter anderem Videos zu verschiedenen Jobprofilen gezeigt. In Stufe 3 üben die Berufsschülerinnen und -schüler mit Hilfe eines Puzzles die richtige Erstellung eines Bewerbungsanschreibens. Ein Bewerbungsgespräch in Form eines virtuellen Interviews simuliert schließlich eine weitere Hürde zum erfolgreichen Berufseinstieg. LÖSUNG Um die Übergangsphasen zu verkürzen und die Arbeitslosigkeit in Ägypten zu senken, wurde im Rahmen des Projekts Beschäftigungsförderung in Ägypten eine App zur Karriereberatung entwickelt. Die Candy Career App richtet sich an Schülerinnen und Schüler in der Berufsausbildung.",olfh/teuken-7b-instruct-commercial-v0.4:7b,['Africa'],"[1, 2, 3]",['Egypt'],
smaterialie580-toolkit-digitale-bildung.pdf,"UMSETZUNG Die App ist ein Selbstlern-Spiel, das eine grundlegende Karriereberatung in drei Stufen bietet: In Stufe 1 identifizieren die Jugendlichen zunächst ihre beruflichen Zukunftsvorstellungen. Stufe 2 klärt sie über dazu passende Beschäftigungsmöglichkeiten auf. Hierzu werden unter anderem Videos zu verschiedenen Jobprofilen gezeigt. In Stufe 3 üben die Berufsschülerinnen und -schüler mit Hilfe eines Puzzles die richtige Erstellung eines Bewerbungsanschreibens. Ein Bewerbungsgespräch in Form eines virtuellen Interviews simuliert schließlich eine weitere Hürde zum erfolgreichen Berufseinstieg. LÖSUNG Um die Übergangsphasen zu verkürzen und die Arbeitslosigkeit in Ägypten zu senken, wurde im Rahmen des Projekts Beschäftigungsförderung in Ägypten eine App zur Karriereberatung entwickelt. Die Candy Career App richtet sich an Schülerinnen und Schüler in der Berufsausbildung.",qwen2.5:7b,['Africa'],"[8.5, 10]",['Egypt'],
smaterialie580-toolkit-digitale-bildung.pdf,"UMSETZUNG Die App ist ein Selbstlern-Spiel, das eine grundlegende Karriereberatung in drei Stufen bietet: In Stufe 1 identifizieren die Jugendlichen zunächst ihre beruflichen Zukunftsvorstellungen. Stufe 2 klärt sie über dazu passende Beschäftigungsmöglichkeiten auf. Hierzu werden unter anderem Videos zu verschiedenen Jobprofilen gezeigt. In Stufe 3 üben die Berufsschülerinnen und -schüler mit Hilfe eines Puzzles die richtige Erstellung eines Bewerbungsanschreibens. Ein Bewerbungsgespräch in Form eines virtuellen Interviews simuliert schließlich eine weitere Hürde zum erfolgreichen Berufseinstieg. LÖSUNG Um die Übergangsphasen zu verkürzen und die Arbeitslosigkeit in Ägypten zu senken, wurde im Rahmen des Projekts Beschäftigungsförderung in Ägypten eine App zur Karriereberatung entwickelt. Die Candy Career App richtet sich an Schülerinnen und Schüler in der Berufsausbildung.",mistral:7b,['Africa'],"[4.7, 8.5]",['Egypt'],
smaterialie580-toolkit-digitale-bildung.pdf,"UMSETZUNG Die App ist ein Selbstlern-Spiel, das eine grundlegende Karriereberatung in drei Stufen bietet: In Stufe 1 identifizieren die Jugendlichen zunächst ihre beruflichen Zukunftsvorstellungen. Stufe 2 klärt sie über dazu passende Beschäftigungsmöglichkeiten auf. Hierzu werden unter anderem Videos zu verschiedenen Jobprofilen gezeigt. In Stufe 3 üben die Berufsschülerinnen und -schüler mit Hilfe eines Puzzles die richtige Erstellung eines Bewerbungsanschreibens. Ein Bewerbungsgespräch in Form eines virtuellen Interviews simuliert schließlich eine weitere Hürde zum erfolgreichen Berufseinstieg. LÖSUNG Um die Übergangsphasen zu verkürzen und die Arbeitslosigkeit in Ägypten zu senken, wurde im Rahmen des Projekts Beschäftigungsförderung in Ägypten eine App zur Karriereberatung entwickelt. Die Candy Career App richtet sich an Schülerinnen und Schüler in der Berufsausbildung.",llama3.1:8b,['Africa'],[2],['Egypt'],
strategiepapier510-02-2020.pdf,"→ →Rehabilitierung oder Bau sowie Instand haltung von Basisinfrastruktur, u. a. auch im Rahmen von Cash for Work oder Food for Work Maßnahmen. → →Kapazitätsstärkung und -förderung der Ziel gruppen und Dienstleister im Bereich physischen Wiederaufbaus sowie Instandhaltung von Infrastruktur. → →Unterstützung staatlicher und zivilgesellschaft licher Strukturen durch Stärkung institutioneller, technischer und fachlicher Kapazitäten zur Bereitstellung von Basisdienstleistungen und der Planung katastrophenresilienter Infrastruktur. → →Berufliche Aus- und Weiterbildung von Fach personal zur Erbringung von Basisdienstleistungen und dessen Absicherung im Krisenfall, beispielsweise im Gesundheits- oder Bildungsbereich. → →Aufbau von Unterstützungsstrukturen für Dabei steht nicht nur der physische Wiederaufbau von Basisinfrastruktur im Fokus, sondern auch der gesellschaftliche Wiederaufbau: Lokale Kapazitäten zur sozialen Dienstleistungserbringung und lokale Wirtschaftskreisläufe (z. B. durch Rehabilitierung von Marktplätzen, Unterstützung von Kleinstbetrieben, Cash for Work) sollen wieder hergestellt werden. Gleichzeitig sollen Opfer von bewaffneten Konflikten und Katastrophen wieder in die Gesellschaft integriert werden können. Menschen, die benachteiligt sind und/ oder stark belastende Erfahrungen gemacht haben, Menschen mit Beeinträchtigungen und Schutzbedürfnissen beispielsweise durch Qualifizierung von nationalem Personal in unterschiedlichen Sektoren.",llama3.2:3b,"['Africa', 'Latin America']","[8.4, 9.1]","['Kenya', 'Brazil']",
strategiepapier510-02-2020.pdf,"→ →Rehabilitierung oder Bau sowie Instand haltung von Basisinfrastruktur, u. a. auch im Rahmen von Cash for Work oder Food for Work Maßnahmen. → →Kapazitätsstärkung und -förderung der Ziel gruppen und Dienstleister im Bereich physischen Wiederaufbaus sowie Instandhaltung von Infrastruktur. → →Unterstützung staatlicher und zivilgesellschaft licher Strukturen durch Stärkung institutioneller, technischer und fachlicher Kapazitäten zur Bereitstellung von Basisdienstleistungen und der Planung katastrophenresilienter Infrastruktur. → →Berufliche Aus- und Weiterbildung von Fach personal zur Erbringung von Basisdienstleistungen und dessen Absicherung im Krisenfall, beispielsweise im Gesundheits- oder Bildungsbereich. → →Aufbau von Unterstützungsstrukturen für Dabei steht nicht nur der physische Wiederaufbau von Basisinfrastruktur im Fokus, sondern auch der gesellschaftliche Wiederaufbau: Lokale Kapazitäten zur sozialen Dienstleistungserbringung und lokale Wirtschaftskreisläufe (z. B. durch Rehabilitierung von Marktplätzen, Unterstützung von Kleinstbetrieben, Cash for Work) sollen wieder hergestellt werden. Gleichzeitig sollen Opfer von bewaffneten Konflikten und Katastrophen wieder in die Gesellschaft integriert werden können. Menschen, die benachteiligt sind und/ oder stark belastende Erfahrungen gemacht haben, Menschen mit Beeinträchtigungen und Schutzbedürfnissen beispielsweise durch Qualifizierung von nationalem Personal in unterschiedlichen Sektoren.",olfh/teuken-7b-instruct-commercial-v0.4:7b,['Latin America'],"[1.4, 8.9, 10.2]",[],
strategiepapier510-02-2020.pdf,"→ →Rehabilitierung oder Bau sowie Instand haltung von Basisinfrastruktur, u. a. auch im Rahmen von Cash for Work oder Food for Work Maßnahmen. → →Kapazitätsstärkung und -förderung der Ziel gruppen und Dienstleister im Bereich physischen Wiederaufbaus sowie Instandhaltung von Infrastruktur. → →Unterstützung staatlicher und zivilgesellschaft licher Strukturen durch Stärkung institutioneller, technischer und fachlicher Kapazitäten zur Bereitstellung von Basisdienstleistungen und der Planung katastrophenresilienter Infrastruktur. → →Berufliche Aus- und Weiterbildung von Fach personal zur Erbringung von Basisdienstleistungen und dessen Absicherung im Krisenfall, beispielsweise im Gesundheits- oder Bildungsbereich. → →Aufbau von Unterstützungsstrukturen für Dabei steht nicht nur der physische Wiederaufbau von Basisinfrastruktur im Fokus, sondern auch der gesellschaftliche Wiederaufbau: Lokale Kapazitäten zur sozialen Dienstleistungserbringung und lokale Wirtschaftskreisläufe (z. B. durch Rehabilitierung von Marktplätzen, Unterstützung von Kleinstbetrieben, Cash for Work) sollen wieder hergestellt werden. Gleichzeitig sollen Opfer von bewaffneten Konflikten und Katastrophen wieder in die Gesellschaft integriert werden können. Menschen, die benachteiligt sind und/ oder stark belastende Erfahrungen gemacht haben, Menschen mit Beeinträchtigungen und Schutzbedürfnissen beispielsweise durch Qualifizierung von nationalem Personal in unterschiedlichen Sektoren.",qwen2.5:7b,"['Africa', 'Asia']","[1.4, 3, 9.1]",[],
strategiepapier510-02-2020.pdf,"→ →Rehabilitierung oder Bau sowie Instand haltung von Basisinfrastruktur, u. a. auch im Rahmen von Cash for Work oder Food for Work Maßnahmen. → →Kapazitätsstärkung und -förderung der Ziel gruppen und Dienstleister im Bereich physischen Wiederaufbaus sowie Instandhaltung von Infrastruktur. → →Unterstützung staatlicher und zivilgesellschaft licher Strukturen durch Stärkung institutioneller, technischer und fachlicher Kapazitäten zur Bereitstellung von Basisdienstleistungen und der Planung katastrophenresilienter Infrastruktur. → →Berufliche Aus- und Weiterbildung von Fach personal zur Erbringung von Basisdienstleistungen und dessen Absicherung im Krisenfall, beispielsweise im Gesundheits- oder Bildungsbereich. → →Aufbau von Unterstützungsstrukturen für Dabei steht nicht nur der physische Wiederaufbau von Basisinfrastruktur im Fokus, sondern auch der gesellschaftliche Wiederaufbau: Lokale Kapazitäten zur sozialen Dienstleistungserbringung und lokale Wirtschaftskreisläufe (z. B. durch Rehabilitierung von Marktplätzen, Unterstützung von Kleinstbetrieben, Cash for Work) sollen wieder hergestellt werden. Gleichzeitig sollen Opfer von bewaffneten Konflikten und Katastrophen wieder in die Gesellschaft integriert werden können. Menschen, die benachteiligt sind und/ oder stark belastende Erfahrungen gemacht haben, Menschen mit Beeinträchtigungen und Schutzbedürfnissen beispielsweise durch Qualifizierung von nationalem Personal in unterschiedlichen Sektoren.",mistral:7b,"['Africa', 'Asia']","[1.4, 9.1, 9.4, 8.2, 8.5]",['Not specified'],
strategiepapier510-02-2020.pdf,"→ →Rehabilitierung oder Bau sowie Instand haltung von Basisinfrastruktur, u. a. auch im Rahmen von Cash for Work oder Food for Work Maßnahmen. → →Kapazitätsstärkung und -förderung der Ziel gruppen und Dienstleister im Bereich physischen Wiederaufbaus sowie Instandhaltung von Infrastruktur. → →Unterstützung staatlicher und zivilgesellschaft licher Strukturen durch Stärkung institutioneller, technischer und fachlicher Kapazitäten zur Bereitstellung von Basisdienstleistungen und der Planung katastrophenresilienter Infrastruktur. → →Berufliche Aus- und Weiterbildung von Fach personal zur Erbringung von Basisdienstleistungen und dessen Absicherung im Krisenfall, beispielsweise im Gesundheits- oder Bildungsbereich. → →Aufbau von Unterstützungsstrukturen für Dabei steht nicht nur der physische Wiederaufbau von Basisinfrastruktur im Fokus, sondern auch der gesellschaftliche Wiederaufbau: Lokale Kapazitäten zur sozialen Dienstleistungserbringung und lokale Wirtschaftskreisläufe (z. B. durch Rehabilitierung von Marktplätzen, Unterstützung von Kleinstbetrieben, Cash for Work) sollen wieder hergestellt werden. Gleichzeitig sollen Opfer von bewaffneten Konflikten und Katastrophen wieder in die Gesellschaft integriert werden können. Menschen, die benachteiligt sind und/ oder stark belastende Erfahrungen gemacht haben, Menschen mit Beeinträchtigungen und Schutzbedürfnissen beispielsweise durch Qualifizierung von nationalem Personal in unterschiedlichen Sektoren.",llama3.1:8b,"['Africa', 'Asia']",[9.1],"['South Sudan', 'Sudan']",
bmz179-agents-of-change-210701.pdf,"7 % 7 % 17 % 12 %   Berufsbildung   (Grund)bildung   Gesundheit   Beschäftigungsförderung   Schutz vor Gewalt   Armut und Ernährung   Beteiligung   Faire Arbeitsbedingungen   Frieden, Sicherheit, Flucht Im Arbeitsfeld Armut und Ernährung zielt ein Vorhaben in Myanmar beispielsweise darauf ab, die Ernährungssituation und den Ernährungsstatus von Frauen und ihren Kleinkindern insbesondere durch Bewusstseinsförderung und Verhaltensänderung zu verbessern. Unterstützt wird das Vorhaben durch partizipative Bildungsmodule zu Ernährung und Nahrungsmitteln sowie Rollenspiele und Kochdemonstrationen. Insgesamt konnten mit diesen Maßnahmen bereits rund 23.850 Menschen erreicht werden, davon 5.960 Kinder. 19 Das Vorhaben „Verbesserung der Arbeits- und Sozialstandards in der pakistanischen Textilindustrie“ wurde im Auftrag des BMZ von der GIZ durchgeführt (Laufzeit 2017 bis 2010; Volumen: 12.050.000 Mio Euro). Nachfolgevorhaben: „Verbesserung der Arbeits-, Sozial- und Umweltstandards in der PAK Textilindustrie‘ (Laufzeit 2021 bis 2023; Volumen: 7.500.000 Mio. Euro) 20 Das Projekt „Bekämpfung von Kinderarbeit in Minen in Jharkhand und Sicherstellung des Zugangs zu Gesundheit, Ernährung und Bildung“ wird im Auftrag des BMZ von terre des hommes Deutschland durchgeführt (Laufzeit: 2019 bis 2021; Volumen: 307.000 Euro). 18 Zielerreichung und Umsetzungsstand",llama3.2:3b,['Asia'],"[10.7, 17.2]","['India', 'Pakistan']",
bmz179-agents-of-change-210701.pdf,"7 % 7 % 17 % 12 %   Berufsbildung   (Grund)bildung   Gesundheit   Beschäftigungsförderung   Schutz vor Gewalt   Armut und Ernährung   Beteiligung   Faire Arbeitsbedingungen   Frieden, Sicherheit, Flucht Im Arbeitsfeld Armut und Ernährung zielt ein Vorhaben in Myanmar beispielsweise darauf ab, die Ernährungssituation und den Ernährungsstatus von Frauen und ihren Kleinkindern insbesondere durch Bewusstseinsförderung und Verhaltensänderung zu verbessern. Unterstützt wird das Vorhaben durch partizipative Bildungsmodule zu Ernährung und Nahrungsmitteln sowie Rollenspiele und Kochdemonstrationen. Insgesamt konnten mit diesen Maßnahmen bereits rund 23.850 Menschen erreicht werden, davon 5.960 Kinder. 19 Das Vorhaben „Verbesserung der Arbeits- und Sozialstandards in der pakistanischen Textilindustrie“ wurde im Auftrag des BMZ von der GIZ durchgeführt (Laufzeit 2017 bis 2010; Volumen: 12.050.000 Mio Euro). Nachfolgevorhaben: „Verbesserung der Arbeits-, Sozial- und Umweltstandards in der PAK Textilindustrie‘ (Laufzeit 2021 bis 2023; Volumen: 7.500.000 Mio. Euro) 20 Das Projekt „Bekämpfung von Kinderarbeit in Minen in Jharkhand und Sicherstellung des Zugangs zu Gesundheit, Ernährung und Bildung“ wird im Auftrag des BMZ von terre des hommes Deutschland durchgeführt (Laufzeit: 2019 bis 2021; Volumen: 307.000 Euro). 18 Zielerreichung und Umsetzungsstand",olfh/teuken-7b-instruct-commercial-v0.4:7b,['Africa'],"[5, 6, 9]",['Kenya'],
bmz179-agents-of-change-210701.pdf,"7 % 7 % 17 % 12 %   Berufsbildung   (Grund)bildung   Gesundheit   Beschäftigungsförderung   Schutz vor Gewalt   Armut und Ernährung   Beteiligung   Faire Arbeitsbedingungen   Frieden, Sicherheit, Flucht Im Arbeitsfeld Armut und Ernährung zielt ein Vorhaben in Myanmar beispielsweise darauf ab, die Ernährungssituation und den Ernährungsstatus von Frauen und ihren Kleinkindern insbesondere durch Bewusstseinsförderung und Verhaltensänderung zu verbessern. Unterstützt wird das Vorhaben durch partizipative Bildungsmodule zu Ernährung und Nahrungsmitteln sowie Rollenspiele und Kochdemonstrationen. Insgesamt konnten mit diesen Maßnahmen bereits rund 23.850 Menschen erreicht werden, davon 5.960 Kinder. 19 Das Vorhaben „Verbesserung der Arbeits- und Sozialstandards in der pakistanischen Textilindustrie“ wurde im Auftrag des BMZ von der GIZ durchgeführt (Laufzeit 2017 bis 2010; Volumen: 12.050.000 Mio Euro). Nachfolgevorhaben: „Verbesserung der Arbeits-, Sozial- und Umweltstandards in der PAK Textilindustrie‘ (Laufzeit 2021 bis 2023; Volumen: 7.500.000 Mio. Euro) 20 Das Projekt „Bekämpfung von Kinderarbeit in Minen in Jharkhand und Sicherstellung des Zugangs zu Gesundheit, Ernährung und Bildung“ wird im Auftrag des BMZ von terre des hommes Deutschland durchgeführt (Laufzeit: 2019 bis 2021; Volumen: 307.000 Euro). 18 Zielerreichung und Umsetzungsstand",qwen2.5:7b,"['Asia', 'Africa']","[1, 2, 3, 8, 10]","['Myanmar', 'Pakistan', 'India']",
bmz179-agents-of-change-210701.pdf,"7 % 7 % 17 % 12 %   Berufsbildung   (Grund)bildung   Gesundheit   Beschäftigungsförderung   Schutz vor Gewalt   Armut und Ernährung   Beteiligung   Faire Arbeitsbedingungen   Frieden, Sicherheit, Flucht Im Arbeitsfeld Armut und Ernährung zielt ein Vorhaben in Myanmar beispielsweise darauf ab, die Ernährungssituation und den Ernährungsstatus von Frauen und ihren Kleinkindern insbesondere durch Bewusstseinsförderung und Verhaltensänderung zu verbessern. Unterstützt wird das Vorhaben durch partizipative Bildungsmodule zu Ernährung und Nahrungsmitteln sowie Rollenspiele und Kochdemonstrationen. Insgesamt konnten mit diesen Maßnahmen bereits rund 23.850 Menschen erreicht werden, davon 5.960 Kinder. 19 Das Vorhaben „Verbesserung der Arbeits- und Sozialstandards in der pakistanischen Textilindustrie“ wurde im Auftrag des BMZ von der GIZ durchgeführt (Laufzeit 2017 bis 2010; Volumen: 12.050.000 Mio Euro). Nachfolgevorhaben: „Verbesserung der Arbeits-, Sozial- und Umweltstandards in der PAK Textilindustrie‘ (Laufzeit 2021 bis 2023; Volumen: 7.500.000 Mio. Euro) 20 Das Projekt „Bekämpfung von Kinderarbeit in Minen in Jharkhand und Sicherstellung des Zugangs zu Gesundheit, Ernährung und Bildung“ wird im Auftrag des BMZ von terre des hommes Deutschland durchgeführt (Laufzeit: 2019 bis 2021; Volumen: 307.000 Euro). 18 Zielerreichung und Umsetzungsstand",mistral:7b,['Asia'],"[1.2, 1.3, 3.6, 4.4, 5.2, 8.2, 10.7, 12.3, 12.4, 12.8, 16.1, 16.9, 17.1]","['India', 'Pakistan']",
